35,1,95,637,268,167,1,1,1
36,1,98,620,292,185,1,1,1
37,1,111,604,310,201,1,1,1
38,1,124,596,308,206,1,1,1
39,1,136,585,314,217,1,1,1
40,1,143,573,320,230,1,1,1
41,1,148,554,329,248,1,1,1
42,1,155,538,328,259,1,1,1
45,1,191,494,268,244,1,1,1
46,1,198,478,253,243,1,1,1
47,1,202,463,234,235,1,1,1
48,1,208,451,218,230,1,1,1
49,1,208,434,202,223,1,1,1
50,1,209,419,194,222,1,1,1
51,1,209,406,179,213,1,1,1
52,1,209,396,171,211,1,1,1
53,1,209,381,161,206,1,1,1
54,1,210,371,153,202,1,1,1
55,1,207,359,145,199,1,1,1
56,1,208,349,138,194,1,1,1
57,1,206,339,130,188,1,1,1
58,1,205,330,123,183,1,1,1
59,1,206,320,116,176,1,1,1
60,1,205,314,109,169,1,1,1
61,1,204,306,104,164,1,1,1
62,1,201,297,102,163,1,1,1
63,1,199,288,100,161,1,1,1
64,1,198,279,96,158,1,1,1
65,1,196,269,94,156,1,1,1
66,1,195,261,92,155,1,1,1
67,1,194,253,89,150,1,1,1
68,1,194,247,86,146,1,1,1
69,1,193,241,83,141,1,1,1
69,3,1283,98,201,108,1,1,1
70,1,192,234,82,140,1,1,1
70,3,1290,99,200,109,1,1,1
71,1,192,227,80,137,1,1,1
71,3,1297,100,199,109,1,1,1
72,1,192,220,78,135,1,1,1
72,3,1303,106,197,110,1,1,1
73,1,192,215,75,130,1,1,1
73,3,1309,109,199,114,1,1,1
74,1,190,208,75,130,1,1,1
74,3,1316,114,195,115,1,1,1
75,1,191,202,74,130,1,1,1
75,3,1320,117,198,117,1,1,1
76,1,192,197,71,125,1,1,1
76,3,1324,120,200,118,1,1,1
77,1,193,192,68,121,1,1,1
77,3,1329,122,203,120,1,1,1
78,1,193,186,67,120,1,1,1
79,1,194,182,62,112,1,1,1
80,1,194,178,61,110,1,1,1
81,1,194,175,58,105,1,1,1
82,1,193,171,57,101,1,1,1
83,1,191,164,57,101,1,1,1
84,1,190,161,56,99,1,1,1
85,1,190,157,56,100,1,1,1
86,1,189,151,56,100,1,1,1
86,4,1011,26,169,79,1,1,1
87,1,190,147,54,97,1,1,1
87,4,1022,31,164,76,1,1,1
88,1,189,142,53,97,1,1,1
88,4,1024,34,161,74,1,1,1
89,1,184,128,58,108,1,1,1
89,4,1030,35,158,73,1,1,1
90,1,184,121,58,108,1,1,1
90,4,1036,37,155,72,1,1,1
91,1,184,118,57,107,1,1,1
91,4,1042,39,152,70,1,1,1
92,1,184,116,56,106,1,1,1
93,1,184,113,55,104,1,1,1
94,1,185,110,54,102,1,1,1
95,1,182,88,62,121,1,1,1
96,1,181,79,64,126,1,1,1
97,1,182,76,63,124,1,1,1
97,5,1245,62,162,88,1,1,1
98,1,183,75,62,123,1,1,1
98,6,1052,43,177,83,1,1,1
99,1,184,72,61,123,1,1,1
99,5,1258,65,156,84,1,1,1
99,6,1062,47,171,81,1,1,1
